show_id,title,description
80187307,Tom Segura: Disgraceful,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more."
80098203,Little Men,Jake and Tony become friends when Jake's dad inherits a home above Tony's mother's shop. Friendship is tested when Jake's dad raises the shop's rent.
80081960,Very Big Shot,"When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs."
81221873,Zoom,"Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain."
81036539,All of You,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them."
80245041,Solo,"In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events."
80202273,The Last Laugh,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
80170870,Dayveon,"Following the shooting death of his older brother, a depressed and aimless 13-year-old boy falls in with a gang in rural Arkansas."
81183491,Jamtara - Sabka Number Ayega,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it."
70253597,Monsters: Dark Continent,An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.
70199239,Set Up,"A diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival."
80099306,Sniper: Special Ops,"After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back."
484369,The Evil Dead,"During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic."
80109128,In The Deep,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby."
80187188,On Yoga The Architecture of Peace,"Based on photographer Michael O’Neill’s book of the same name, this documentary traces the author’s 10-year journey through the landscape of yoga."
80117811,Jim Gaffigan: Cinco,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.
70084788,21,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.
60036237,A Cinderella Story,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?
80014637,Alpha and Omega: The Legend of the Saw Tooth Cave,"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind."
60000407,American Beauty,"While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends."
70202138,Arthur Christmas,"At Santa Claus's super-secret toy-making facility, Mr. Claus entrusts his son, Arthur, to carry out an ultra-important Christmas mission."
81035731,Aruna & Her Palate,"An epidemiologist turns her nationwide bird flu investigation into a chance to sample local delicacies en route, with three friends along for the ride."
1181488,As Good as It Gets,"The structured world of a sour, obsessive-compulsive author crumbles when he's drawn into the lives of a stressed-out single mom and his gay neighbor."
70308046,Bad Grandpa .5,"The geriatric antics of Irving Zisman continue in this next installment of the Jackass franchise, which features unused footage from the first film."
80108158,Breaking the Bank,Bank chairman Charles Bunbury – who knows next to nothing about banking – fights to save both his company and his marriage from disaster.
60024942,Catch Me If You Can,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
60000891,Center Stage,"Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams."
70021648,Charlie and the Chocolate Factory,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.
1151188,Chasing Amy,"Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her."
374651,Chitty Chitty Bang Bang,"Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children."
70124183,Chloe,"Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify."
60026106,City of God,"Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography."
70041162,Click,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.
70082268,Cloverfield,A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.
70019004,Coach Carter,Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.
70128701,Dinner for Schmucks,The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.
1151721,Donnie Brasco,"When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down."
60029363,Dragonheart,"In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth."
80032636,Dragonheart 3: The Sorcerer,"When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer."
60002003,Dragonheart: A New Beginning,"This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills."
1179574,Event Horizon,"After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened."
81103093,Fall Girls,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal."
60000393,Final Destination,"After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated."
60026114,Final Destination 2,"On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help."
70042687,Final Destination 3,"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death."
523650,Free Willy,"Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit."
70104894,Friday the 13th,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick."
70100448,Garfield's Fun Fest,"Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone."
70118155,Garfield's Pet Force,"When an alien menace and her army of undead minions threaten to enslave the world, Garfield heads a team of comic-strip superheroes to save the day."
70044594,Ghost Rider,"Stunt cyclist Johnny Blaze makes a bargain with the sinister Mephisto to save a loved one. Years later, Johnny gets the chance to reclaim his soul."
81088083,Ghost Stories,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers."
11819467,Godzilla,A team of experts – including a biologist and two scientists – must stop an oversized lizard from destroying all of Manhattan.
70065096,Hairspray,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time."
70000091,Harold & Kumar Go to White Castle,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.
70019506,Hitch,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business."
70150473,Hunt to Kill,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.
70131314,Inception,"In this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts."
70284281,Instructions Not Included,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot."
81084305,Jeff Dunham: Unhinged in Hollywood,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.
60021788,Jimmy Neutron: Boy Genius,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them."
70112732,Julie & Julia,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook."
60021790,Kate & Leopold,A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.
60031236,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance."
60032563,Kill Bill: Vol. 2,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise."
673843,Kingpin,"After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael."
1180086,Kiss the Girls,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.
281550,La Bamba,"The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic."
70125232,Legend of the Guardians: The Owls of Ga'Hoole,"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier."
60000440,Magnolia,"Through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives."
81217437,Mandi,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad."
60000480,Mansfield Park,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow."
70021634,Monster-in-Law,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.
70112500,Moon,"As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things."
786137,My Girl,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.
60034568,New York Minute,"When bickering teenage twins accidentally land in the middle of a criminal operation, they'll have to work together to get themselves out of trouble."
70050507,Pan's Labyrinth,Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.
70125581,Paranormal Activity,"When Katie and Micah fear their home may be haunted by a demonic presence, Micah sets up a video camera to document all the action."
846071,Patriot Games,CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.
81140307,Posesif,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.
70128695,Resident Evil: Afterlife,"The Undead Apocalypse continues as super-soldier Alice finds her way to a supposed sanctuary in Los Angeles, which may just be a deadly trap."
80095807,Riot,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life."
70121008,Road Trip: Beer Pong,"When three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey."
60000870,Scary Movie,"The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie."
70260512,Seal Team Six: The Raid on Osama Bin Laden,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound."
80135276,Siren,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.
60035996,Sliver,"A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored."
60000409,Snow Day,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist."
60022396,Strictly Ballroom,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
28631029,Stuart Little,Mr. and Mrs. Little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.
60022058,Stuart Little 2,"Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster."
70077544,Sweeney Todd: The Demon Barber of Fleet Street,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London."
60023856,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
60029154,Terminator 3: Rise of the Machines,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started."
70103524,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots."
70021631,The Amityville Horror,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz family, whose new home has a gory past and a legacy of demons."
404067,The Craft,"At a Catholic school, a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them, even their parents."
70020296,The Crying Game,"IRA terrorist Fergus bonds with his prisoner, Jody. Jody tells Fergus of his girlfriend, Dil, with whom Fergus later falls in love."
70021652,The Dukes of Hazzard,"The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger."
70061763,The Dukes of Hazzard: The Beginning,"The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series."
70113006,The Final Destination,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans."
70105370,The Invention of Lying,"In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true."
60004484,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor."
60004483,The Lord of the Rings: The Two Towers,"Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin."
5670479,The Mask of Zorro,"An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials."
60001807,The Naked Gun: From the Files of Police Squad!,"In this slapstick comedy classic, hapless cop Frank Drebin causes more problems than he solves while trying to stop a plot to kill Queen Elizabeth II."
793907,The Natural,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.
60001854,The Original Kings of Comedy,"Director Spike Lee documents the last night of the hit comedy tour featuring comics Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac."
20159719,The Peacemaker,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue."
60024914,The Ring,A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?
60000209,The Talented Mr. Ripley,"A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it."
60033108,Tremors,"After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground."
60021377,Tremors 3: Back to Perfection,"When a theme park's simulated giant worm attacks turn real, Burt Gummer and two young entrepreneurs team up to battle the flesh-eating graboids."
60033107,Tremors 4: The Legend Begins,"Residents of a abandoned mining town attempt to get to the bottom of a series of recent, mysterious deaths before their own fates are sealed."
80066084,Tremors 5:  Bloodline,"When he is hired to capture a deadly creature terrorizing South Africa, survivalist Burt Gummer brings along a new tech-savvy partner."
1067876,True Grit,Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.
70117902,Up in the Air,"Ryan Bingham flies around the country firing employees on behalf of companies, but he faces losing the job he savors to recent college grad Natalie."
60001396,What Lies Beneath,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head."
22007250,Wild Wild West,"Armed with an ingenious arsenal, two top-notch government agents are tasked with tracking down a diabolical scientist in this futuristic Western."
60020949,Willy Wonka & the Chocolate Factory,Zany Willy Wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.
60011597,Wyatt Earp,"Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral."
70100379,Yes Man,"After a bitter divorce, a bank drone falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year."
70209245,A Perfect Ending,"After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl."
70045863,Across the Universe,"An American girl and a British lad fall in love amid the social and political upheaval of the 1960s, in this musical featuring songs by the Beatles."
70045866,Babel,"When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries."
80999981,Back to the 90s,"When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage."
60022056,Black Hawk Down,"When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties."
80016588,Chappie,"In a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence."
70011207,Christmas with the Kranks,When Luther Krank and his wife opt to skip Christmas – no tree and no rooftop Frosty – can they handle the fallout from their family and neighbors?
60027689,Daddy Day Care,"When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care."
80239710,Gone are the Days,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
80108616,Hell or High Water,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit."
70084799,Indiana Jones and the Kingdom of the Crystal Skull,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers."
60010487,Indiana Jones and the Last Crusade,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail."
60011649,Indiana Jones and the Raiders of the Lost Ark,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
60010488,Indiana Jones and the Temple of Doom,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone."
60004476,Jay and Silent Bob Strike Back,"Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production."
70299748,Jersey Boys,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades."
80214621,Kevyn Aucoin: Beauty & the Beast in Me,Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.
80245709,Krystal,A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.
70117299,Last Night,"During an evening apart, married couple Joanna and Michael encounter tempting opportunities to cheat on each other with sexy acquaintances."
16944044,"Lock, Stock and Two Smoking Barrels","Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt."
81045060,Merku Thodarchi Malai,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
60031284,Mona Lisa Smile,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo."
70256512,Moshe Kasher: Live in Oakland,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
70058019,Perfect Stranger,Ro risks her life to discover the identity of a stranger lurking on the Internet who might hold the answers to her friend's murder.
81046846,Pokémon the Movie: I Choose You!,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh."
880640,Pulp Fiction,"This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer."
81052279,Puriyatha Puthir,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
81052277,Taramani,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
60026139,Tears of the Sun,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
70101375,The Boy in the Striped Pajamas,"When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner."
408911,The Crow,"One year after Eric Draven and his fiancée are murdered, Draven – watched over by a hypnotic crow – returns from the grave to exact revenge."
80195885,The Pass,The lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.
70307648,Trash,"Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right."
70174741,Whitney Cummings: Money Shot,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
60023619,XXx,A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.
70023960,XXX: State of the Union,"In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government."
80201623,Aajcha Divas Majha,A conscientious politician helps an elderly singer overcome the obstacles placed in his path a by a powerful bureaucracy.
80202086,Aata Pita,A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his story's central character.
80201626,Badha,A young woman who is suspected of practicing black magic and witchcraft is demonized and forced to live apart from her family.
80195653,Camp Cool Kids,"A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life."
80084756,Chittagong,"In the turbulent 1930s of British colonial India, a teenager joins a ragtag army of schoolboys determined to overthrow their foreign conquerors."
70117122,Devrai,"After science student Shesh Shahi – a shy eccentric with a strange connection to nature – is examined by a team of mental hospital doctors, a gripping portrait of schizophrenia emerges."
80197427,Dries,This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.
80084454,Fandry,"Spunky, lower-caste lad Jabya falls for lovely, upper-caste Shalu. But his family's derided social position proves a stubborn stumbling block to love."
80208908,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),"Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go."
80167491,Happy Hunting,"On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest."
80206907,Heartthrob,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones."
80202905,Hridaynath,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.
60035870,Hum Aapke Hain Koun,"Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds."
80074065,Hum Saath-Saath Hain,"A scheming matriarch plots to cut off her disabled stepson and his wife from the family fortune, creating a division within the clan."
80201809,Ideachi Kalpana,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner."
80228146,Jora 10 Numbaria,"The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster."
70169918,Justin Bieber: Never Say Never,"Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour."
80201810,Kay Dyache Bola,"Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case."
80221637,Maacher Jhol,"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever."
80197301,Maddman: The Steve Madden Story,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.
19207412,Maine Pyar Kiya,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives."
80217436,Martin Luther: The Idea that Changed the World,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses."""
80201618,Maza Pati Karodpati,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.
70128225,Mi Shivajiraje Bhosale Boltoy,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king."
80020131,Monster High: Escape from Skull Shores,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast."
70286028,Monster High: Friday Night Frights,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury."
80020036,Monster High: Fright On!,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together."
70301472,"Monster High: Frights, Camera, Action!","Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir."
70286029,Monster High: Why Do Ghouls Fall in Love?,Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors – but can they stop him before he steals her un-beating heart?
80138615,Now More Than Ever: The History of Chicago,"This rockumentary tells the behind-the-scenes story of the Hall-of-Fame band Chicago, from their jazz-rock fusion roots to chart-topping pop hits."
70297799,Nymphomaniac: Volume 1,A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.
80131236,Planetarium,"In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker."
80184547,Residente,The results of a DNA test spur Puerto Rican rap icon Residente to set out on a global voyage in search of his roots and fresh musical inspiration.
70116578,Sanai Choughade,"In an effort to honor the family matriarch's dying wish, Urmila and her husband, Shrikant, embark on a quest to find a husband for charismatic yet choosey Sai. But some things are easier said than done."
80202908,Shahanpan Dega Deva,"At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot."
80184135,Super Dark Times,"A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable."
80139199,The Age of Shadows,"Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives."
80208830,The Arbitration,An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.
80201813,The Damned Rain,"An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him."
80155790,The Rehearsal,A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.
1065372,The Trigger Effect,"When a power failure throws their suburban town into chaos, Matthew and his wife stoop to desperate measures to secure medication for their child."
80159566,The Vault,A bank heist takes an unnerving turn when the three sibling robbers attempt to gain entrance into an subterranean vault with sinister secrets.
80201815,Time Please,"Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage."
70114043,Yanda Kartavya Aahe,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?"
80154688,Autohead,A production crew that thinks it's making a documentary about a humble Mumbai rickshaw driver unmasks a horrifying truth about their film's subject.
70060010,Bee Movie,"Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along."
80011026,Headwinds,"After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on."
80117742,Hurricane Bianca,"Fired for being gay, schoolteacher Richard returns in drag as force-of-nature Bianca, gets hired for the same job and plots sweet, scornful revenge."
80147318,Radiopetti,"An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood."
80152741,Saheb Bibi Golaam,"A charming cabbie, a cop turned assassin and a housewife who’s also a hooker share one thing in common: a bizarre and violent afternoon in Kolkata."
80097375,The Land of the Enlightened,"In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium."
80118002,Udta Punjab,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star."
80092837,Power Rangers Super Megaforce: The Legendary Battle (Extended),"New footage augments the tale of the Rangers, who give their all to save Earth from Vrak and Emperor Mavro, as the Armada stages an epic final attack."
70242899,Power Rangers: Megaforce: The Robo Knight Before Christmas,Robo Knight learns the meaning of Christmas from a group of children when he is mistaken for a donated Christmas toy and is shipped to a foreign land.
70053412,To and From New York,"While covering a story in New York City, a Seattle-based reporter uncovers a link between two missing women that changes her article entirely."
80131616,God Bless the Broken Road,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
80174367,Seeing Allred,"Explore the public and private sides of feminist firebrand attorney Gloria Allred, who's battled some of the biggest names in politics and business."
80217312,The Ritual,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return."
80117531,When We First Met,"Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him."
