,title,imdb_user_review,imdb_critic_review,tomato_critic_review,tomato_user_review
1058,"Thi Mai, rumbo a Vietnam",5.9,N/A,N/A,20
1059,Always Be My Maybe,6.8,64,N/A,67
1060,C Kkompany,5.4,N/A,N/A,N/A
1061,Chopsticks,6.4,N/A,N/A,20
1062,Koi Aap Sa: But Lovers Have to Be Friends,5.4,N/A,N/A,N/A
1063,Krishna Cottage,5.1,N/A,N/A,N/A
1064,My Dear Prime Minister,6.8,N/A,N/A,N/A
1065,P,5.1,N/A,N/A,N/A
1066,Pegasus,6.2,N/A,N/A,N/A
1067,Ragini MMS,4.9,N/A,N/A,22
1068,Ragini MMS 2,3.9,N/A,N/A,14
1069,Shor in the City,7.2,N/A,N/A,76
1070,Bombshell: The Hedy Lamarr Story,7.4,70,N/A,96
1071,My Week with Marilyn,7,65,N/A,83
1072,Svaha: The Sixth Finger,6.2,N/A,N/A,73
1073,The One I Love,7.1,66,N/A,82
1074,Sarah Silverman: A Speck of Dust,6.8,N/A,N/A,100
1075,Historia de un crimen: Colmenares,7.3,N/A,N/A,N/A
1076,Despite Everything,5.3,N/A,N/A,N/A
1077,"Extremely Wicked, Shockingly Evil and Vile",6.6,52,N/A,N/A
1078,Jo Pil-ho: The Dawning Rage,6.2,N/A,N/A,N/A
1079,The Last Summer,5.6,N/A,N/A,N/A
1080,Si saben cómo me pongo ¿pa' qué me invitan?,4.8,N/A,N/A,N/A
1081,Rangoon,5.7,N/A,N/A,55
1082,Lifechanger,5.4,N/A,N/A,86
1083,The Nutcracker and the Four Realms,5.5,39,N/A,33
1084,The Do-Over,5.7,22,N/A,N/A
1085,Rampant,6.3,N/A,N/A,62
1086,Sara's Notebook,5.9,N/A,N/A,N/A
1087,I am Jane Doe,6.8,69,N/A,91
1088,Raees,6.8,N/A,N/A,67
1089,War Machine,6,56,N/A,N/A
1090,The Last Man on the Moon,7.4,78,N/A,94
1091,Colours of Passion,7,N/A,N/A,N/A
1092,Fernando Sanjiao: Hombre,6.3,N/A,N/A,N/A
1093,Ibiza,5.2,56,N/A,67
1094,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1,N/A,N/A,100
1095,Detour,6.2,46,N/A,100
1096,Joy,6.6,56,N/A,N/A
1097,Rim of the World,5.1,N/A,N/A,23
1098,The Perfection,6.1,60,N/A,73
1099,Survivors Guide To Prison,7.1,66,N/A,100
1100,Ares,6.3,N/A,N/A,N/A
1101,Mard Ko Dard Nahin Hota,7.3,N/A,N/A,94
1102,Tig Notaro: Happy To Be Here,6.6,N/A,N/A,100
1103,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,N/A,N/A,N/A
1104,"The Other One: The Long, Strange Trip of Bob Weir",7.4,N/A,N/A,N/A
1105,Moonlight,7.4,99,N/A,N/A
1106,Wanda Sykes: Not Normal,7.1,N/A,N/A,100
1107,Zero,5.5,N/A,N/A,N/A
1108,Hamza's suitcase,4.2,N/A,N/A,N/A
1109,Her Only Choice,5,N/A,N/A,N/A
1110,John Carter,6.6,51,N/A,52
1111,Laatu,6.6,N/A,N/A,N/A
1112,Olympus Has Fallen,6.5,41,N/A,49
1113,Jailbreak,5.4,N/A,N/A,N/A
1114,Maria Bamford: Old Baby,5.9,N/A,N/A,100
1115,Two Lovers and a Bear,6.1,61,N/A,84
1116,SGT. Will Gardner,5.9,30,N/A,N/A
1117,Jalpari: The Desert Mermaid,7.2,N/A,N/A,N/A
1118,Small Town Crime,6.6,68,N/A,77
1119,Blame!,6.7,N/A,N/A,N/A
1120,Laerte-se,6.9,N/A,N/A,73
1121,The Blackcoat's Daughter,5.9,68,N/A,N/A
1122,The Brawler,8,N/A,N/A,86
1123,Cargo,6.3,65,N/A,19
1124,Catching Feelings,5.6,N/A,N/A,100
1125,First Impression,5.3,N/A,N/A,N/A
1126,Maria,5,N/A,N/A,N/A
1127,Saverio Raimondo: Il Satiro Parlante,6.1,N/A,N/A,N/A
1128,See You Yesterday,5.1,74,N/A,95
1129,Katt Williams: American Hustle,6.7,N/A,N/A,N/A
1130,Tinker Bell and the Legend of the NeverBeast,7.2,52,N/A,75
1131,Even the Rain,7.4,69,N/A,87
1132,Good Sam,5.6,N/A,N/A,60
1133,Jonaki,7.1,N/A,N/A,N/A
1134,Because I Don't Lie,5.3,N/A,N/A,N/A
1135,Limitless,7.4,59,N/A,69
1136,"LSD: Love, Sex Aur Dhokha",7.1,N/A,N/A,N/A
1137,Mission Istaanbul,3.4,N/A,N/A,N/A
1138,Once Upon a Time in Mumbai Dobaara!,4.6,N/A,N/A,N/A
1139,Patrick,7.1,N/A,N/A,N/A
1140,Take Me Home Tonight,6.3,42,N/A,27
1141,Action Replayy,4.2,N/A,N/A,0
1142,Andaz Apna Apna,8.2,N/A,N/A,96
1143,Christine,6.7,57,N/A,69
1144,The Place Beyond the Pines,7.3,68,N/A,78
1145,Tracy Morgan: Staying Alive,6.1,N/A,N/A,83
1146,Love in 7 Days,4.9,N/A,N/A,75
1147,All the Devil's Men,5.1,27,N/A,N/A
1148,Cake,6.4,49,N/A,N/A
1149,EMI: Liya Hai To Chukana Padega,4.3,N/A,N/A,N/A
1150,Hamid,7.8,N/A,N/A,N/A
1151,Kucch To Hai,4.2,N/A,N/A,N/A
1152,Kyaa Kool Hai Hum,6.1,N/A,N/A,N/A
1153,Kyaa Kool Hain Hum 3,1.9,N/A,N/A,0
1154,Once Upon a Time in Mumbaai,7.4,N/A,N/A,68
1155,Shootout at Lokhandwala,7.1,N/A,N/A,66
1156,Aadu - Oru Bheegara Jeevi Aanu 2,7.1,N/A,N/A,N/A
1157,Disguising,5.3,N/A,N/A,22
1158,Chalay Thay Sath,6.7,N/A,N/A,N/A
1159,Chalay Thay Sath,6.7,N/A,N/A,N/A
1160,Only God Forgives,5.7,37,N/A,41
1161,Chamatkar,6.6,N/A,N/A,40
1162,Kabhi Haan Kabhi Naa,7.8,N/A,N/A,N/A
1163,Lovesong,6.3,74,N/A,N/A
1164,Ram Jaane,5.4,N/A,N/A,44
1165,The Devil's Mistress,5.7,N/A,N/A,N/A
1166,The Intent,4.3,N/A,N/A,37
1167,Attacking the Devil: Harold Evans and the Last Nazi War Crime,8.1,N/A,N/A,100
1168,Backdraft 2,4.8,N/A,N/A,16
1169,Killer Cove,4.2,N/A,N/A,N/A
1170,Malibu Rescue,5.2,N/A,N/A,62
1171,Norm of the North: Keys to the Kingdom,3,N/A,N/A,19
1172,Ali Wong: Hard Knock Wife,7.4,N/A,N/A,100
1173,Wild Oats,5.7,N/A,N/A,N/A
1174,Merata: How Mom Decolonized the Screen,6.8,N/A,N/A,92
1175,Spivak,5.5,N/A,N/A,N/A
1176,Get Me Roger Stone,7.4,75,N/A,88
1177,Mindhorn,6.3,70,N/A,92
1178,Sahara,6,41,N/A,N/A
1179,Dry Martina,5.9,N/A,N/A,50
1180,Shéhérazade,7.1,68,N/A,N/A
1181,The Great Magician,5.9,N/A,N/A,39
1182,Carlos Ballarta: Furia ñera,7.2,N/A,N/A,N/A
1183,The Kissing Booth,6.1,N/A,N/A,17
1184,In Family I Trust,6.2,N/A,N/A,N/A
1185,Wine Country,5.4,56,N/A,66
1186,Aiyyaa,4.4,N/A,N/A,31
1187,Your Father Is Probably an Old Man,5.6,N/A,N/A,N/A
1188,Gabbar is Back,7.1,N/A,N/A,N/A
1189,Madras Cafe,7.7,N/A,N/A,N/A
1190,Michael,5.7,38,N/A,79
1191,Adventure Club,4.9,N/A,N/A,20
1192,The Apostate,5.8,66,N/A,17
1193,Russell Madness,4.2,N/A,N/A,38
1194,The Massie Affair,6.8,N/A,N/A,N/A
1195,The Cat in the Hat,3.9,19,N/A,N/A
1196,Familiye,6.5,N/A,N/A,N/A
1197,Hidden in Plain Sight,4.1,N/A,N/A,78
1198,John & Yoko: Above Us Only Sky,7.4,N/A,N/A,N/A
1199,Kia and Cosmos,6.9,N/A,N/A,N/A
1200,Kill Hitler! The Luck of the Devil,6.5,N/A,N/A,N/A
1201,Knock Down the House,6.9,80,N/A,100
1202,Munafik 2,6.3,N/A,N/A,N/A
1203,Robin Hood: The Rebellion,4.3,N/A,N/A,26
1204,Snowpiercer,6.2,N/A,N/A,94
1205,Sur Sapata,7.8,N/A,N/A,N/A
1206,Teenage Mutant Ninja Turtles,6.8,51,N/A,35
1207,The Dark Crystal,7.2,66,N/A,82
1208,Two Graves,4.1,N/A,N/A,N/A
1209,27: The Cursed Club,3.7,N/A,N/A,N/A
1210,27: Gone Too Soon,4.8,N/A,N/A,25
1211,Abhinetri,6.1,N/A,N/A,N/A
1212,Ajji,6.9,N/A,N/A,64
1213,CIA: Comrade in America,6.5,N/A,N/A,N/A
1214,Darc,5.8,N/A,N/A,N/A
1215,Despido procedente,4.9,N/A,N/A,20
1216,God's Own Country,7.7,85,N/A,N/A
1217,Gurgaon,6.6,N/A,N/A,83
1218,Hombanna,8.4,N/A,N/A,N/A
1219,Jewel's Catch One,6.7,N/A,N/A,N/A
1220,John Mulaney: Kid Gorgeous at Radio City,7.9,N/A,N/A,100
1221,Le K Benzema,7,N/A,N/A,N/A
1222,Love Ni Bhavai,8.4,N/A,N/A,N/A
1223,My Perfect Romance,4.6,N/A,N/A,N/A
1224,Nibunan,6.6,N/A,N/A,N/A
1225,Onaatah: Of the Earth,8.2,N/A,N/A,N/A
1226,Pocoyo and the Space Circus,5.9,N/A,N/A,N/A
1227,The Quest,8.1,N/A,N/A,N/A
1228,The Quest,8.1,N/A,N/A,N/A
1229,Sometimes,7.4,N/A,N/A,N/A
1230,The Carter Effect,7.1,N/A,N/A,47
1231,The Clapper,5.1,21,N/A,23
1232,Knock Knock,4.9,53,N/A,N/A
1233,Tremors 6: A Cold Day in Hell,4.9,N/A,N/A,N/A
1234,Waiting...,6.8,30,N/A,30
1235,Withdrawn,6.2,N/A,N/A,20
1236,A Kind of Murder,5.3,50,N/A,38
1237,A Yellow Bird,5.5,N/A,N/A,43
1238,Abby Sen,5.7,N/A,N/A,N/A
1239,Bittoo Boss,4.1,N/A,N/A,N/A
1240,Bombay Talkies,6.7,N/A,N/A,75
1241,Boss,8.1,N/A,N/A,N/A
1242,Budhia Singh: Born to Run,7.7,N/A,N/A,100
1243,Chaahat,5.5,N/A,N/A,45
1244,Chashme Buddoor,8,N/A,N/A,31
1245,Defying the Nazis: The Sharps' War,7.1,N/A,N/A,N/A
1246,Dharam Sankat Mein,6.3,N/A,N/A,33
1247,Don't Think Twice,6.7,83,N/A,N/A
1248,Drishyam,8.2,N/A,N/A,79
1249,English Babu Desi Mem,4.7,N/A,N/A,34
1250,Fire in the Blood,7.7,68,N/A,90
1251,Gollu aur Pappu,4.5,N/A,N/A,N/A
1252,Halo Legends,6.6,N/A,N/A,71
1253,Harry Benson: Shoot First,7.3,74,N/A,85
1254,He Even Has Your Eyes,6.2,N/A,N/A,N/A
1255,In the Shadow of Iris,6.1,N/A,N/A,N/A
1256,Inkaar,6.1,N/A,N/A,N/A
1257,Kiss and Cry,6.8,N/A,N/A,N/A
1258,Loev,5.8,N/A,N/A,86
1259,Mary Kom,6.8,N/A,N/A,83
1260,Maya Angelou: And Still I Rise,7.7,N/A,N/A,96
1261,Moh Maya Money,5.7,N/A,N/A,80
1262,Mostly Sunny,5.4,N/A,N/A,43
1263,Mumbai Delhi Mumbai,5.8,N/A,N/A,N/A
1264,Oh My Venus,7.8,N/A,N/A,22
1265,One by Two,4.1,N/A,N/A,11
1266,Pyaar Ka Punchnama,7.7,N/A,N/A,57
1267,Pyaar Ka Punchnama 2,7.3,N/A,N/A,22
1268,Queen,8.2,N/A,N/A,96
1269,Raja Hindustani,6.2,N/A,N/A,52
1270,Saeed Mirza: The Leftist Sufi,7.9,N/A,N/A,N/A
1271,Shaitan,7.2,N/A,N/A,74
1272,Special 26,8,N/A,N/A,86
1273,Tanu Weds Manu,6.8,N/A,N/A,N/A
1274,The Next Skin,6.2,N/A,N/A,56
1275,What the Fish,5.2,N/A,N/A,N/A
1276,Crazy Mad Lover 2,3.4,N/A,N/A,22
1277,Palm Trees in the Snow,7.4,N/A,N/A,86
1278,Battle for Terra,6.5,54,N/A,N/A
1279,Apollo 18,5.2,24,N/A,23
1280,A.I.C.O. Incarnation,6.4,N/A,N/A,N/A
1281,Meditation Park,7.2,N/A,N/A,89
1282,Match,6.7,62,N/A,52
1283,Peter and the Farm,7.1,80,N/A,100
1284,The Young Offenders,8.1,N/A,N/A,100
1285,Thithi,8.2,N/A,N/A,91
1286,Rattle the Cage,6.7,N/A,N/A,N/A
1287,Blue Jasmine,7.3,78,N/A,91
1288,Hajwala 2,3.8,N/A,N/A,N/A
1289,Juanita,5.9,N/A,N/A,N/A
1290,Lady J,6.9,N/A,N/A,83
1291,Spy Kids 2: Island of Lost Dreams,5.1,66,N/A,N/A
1292,The Imaginarium of Doctor Parnassus,6.8,65,N/A,64
1293,The Jane Austen Book Club,6.8,61,N/A,N/A
1294,Walk. Ride. Rodeo.,6.4,N/A,N/A,N/A
1295,The Waterboy,6.1,41,N/A,N/A
1296,Doubt,7.5,68,N/A,80
1297,Nappily Ever After,6.4,63,N/A,71
1298,Sisterakas,5.4,N/A,N/A,57
1299,Starting Over Again,7.1,N/A,N/A,78
1300,That Thing Called Tadhana,7.5,N/A,N/A,70
1301,The Love Affair,6.1,N/A,N/A,71
1302,Aftershock,4.8,39,N/A,39
1303,Bullet Head,5.4,51,N/A,59
1304,Amy Schumer: The Leather Special,2.9,N/A,N/A,50
1305,Halo: The Fall of Reach,5.7,N/A,N/A,35
1306,Aliens Ate My Homework,4.6,N/A,N/A,54
1307,Benji,6.3,53,N/A,86
1308,Benji: Off the Leash!,5,49,N/A,33
1309,For the Love of Benji,6,46,N/A,59
1310,Gad Elmaleh: American Dream,7.2,N/A,N/A,N/A
1311,Gook,7,69,N/A,94
1312,Aziz Ansari Live in Madison Square Garden,6.6,N/A,N/A,100
1313,My Own Man,6.4,N/A,N/A,65
1314,Bedtime Stories,6,33,N/A,26
1315,Caregiver,6.3,N/A,N/A,N/A
1316,Christopher Robin,7.3,60,N/A,73
1317,The Hard Way,4.8,N/A,N/A,77
1318,F*&% the Prom,4.2,N/A,N/A,27
1319,Everyday I Love You,7,N/A,N/A,67
1320,I Am,7.1,N/A,N/A,N/A
1321,Kid Kulafu,6.8,N/A,N/A,N/A
1322,No Other Woman,6.3,N/A,N/A,N/A
1323,The Dawn Wall,8.1,81,N/A,100
1324,Employee of the Month,5.5,36,N/A,20
1325,Maggie & Bianca: Fashion Friends,6.1,N/A,N/A,N/A
1326,Mercy Black,4.9,48,N/A,40
1327,The Burial of Kojo,6.4,93,N/A,100
1328,Trailer Park Boys: The Animated Series,7.5,N/A,N/A,N/A
1329,Ran,8.2,96,N/A,N/A
1330,Ran,8.2,96,N/A,N/A
1331,Bottom of the World,5.3,N/A,N/A,76
1332,Firstborn,6.3,56,N/A,36
1333,Five Came Back,8.3,N/A,N/A,60
1334,Hiroshima: The Aftermath,7.6,N/A,N/A,N/A
1335,Know Your Enemy - Japan,5.9,N/A,N/A,N/A
1336,The Keeping Hours,6.3,N/A,N/A,83
1337,London Spy,7.5,N/A,N/A,N/A
1338,Midway,6.8,48,N/A,N/A
1339,The Discovery,6.3,54,N/A,N/A
1340,Black Sabbath,7.1,82,N/A,N/A
1341,Thunderbolt and Lightfoot,7.1,62,N/A,45
1342,Tunisian Victory,6.6,N/A,N/A,83
1343,Covered: Alive in Asia - Live Concert,6.6,N/A,N/A,N/A
1344,Jack Taylor,7.6,N/A,N/A,N/A
1345,First Match,6.3,68,N/A,85
1346,Happy Anniversary,5.7,N/A,N/A,N/A
1347,Legend of the Naga Pearls,5.5,N/A,N/A,57
1348,Sofía Niño de Rivera: Selección natural,6.8,N/A,N/A,N/A
1349,The Titan,4.8,33,N/A,18
1350,Trailer Park Boys: Countdown to Liquor Day,7.4,N/A,N/A,57
1351,Trailer Park Boys: The Movie,7.2,38,N/A,57
1352,Edge of Winter,5.4,50,N/A,92
1353,Colkatay Columbus,4,N/A,N/A,N/A
1354,Officer Downe,4.2,26,N/A,33
1355,Exit Strategy,6.4,N/A,N/A,N/A
1356,Middle School: The Worst Years of My Life,6.1,51,N/A,63
1357,15-Aug,5.8,N/A,N/A,N/A
1358,Bayonet,5.8,N/A,N/A,N/A
1359,O sabor das margaridas,7.2,N/A,N/A,N/A
1360,Chuck,6.5,68,N/A,80
1361,The Highwaymen,6.9,58,N/A,57
1362,Tucker and Dale vs Evil,7.5,65,N/A,N/A
1363,Wolves,5.3,37,N/A,25
1364,Jo Koy: Live from Seattle,7.1,N/A,N/A,N/A
1365,Danur,5.4,N/A,N/A,N/A
1366,Verses of Love 2,5.6,N/A,N/A,N/A
1367,I Remember You,6.1,N/A,N/A,N/A
1368,James Acaster: Repertoire,8.4,N/A,N/A,N/A
1369,Blood Money,4.4,42,N/A,N/A
1370,Nate Bargatze: The Tennessee Kid,7.5,N/A,N/A,N/A
1371,Birdshot,6.6,N/A,N/A,74
1372,Sei,4.2,N/A,N/A,N/A
1373,Kung Fu Panda: Secrets of the Scroll,7.1,N/A,N/A,N/A
1374,Superlopez,5.3,N/A,N/A,67
1375,Red Trees,6.2,57,N/A,56
1376,Felipe Neto: Minha Vida Não Faz Sentido,4.4,N/A,N/A,N/A
1377,The Big C,8.1,N/A,N/A,N/A
1378,The Most Hated Woman in America,6.1,41,N/A,36
1379,I Don't Know How She Does It,4.9,38,N/A,N/A
1380,Oversize Cops,5.9,N/A,N/A,N/A
1381,"Game Over, Man!",5.4,32,N/A,N/A
1382,Layla M.,6.7,N/A,N/A,100
1383,Back to the Future Part II,7.8,57,N/A,22
1384,Roxanne Roxanne,6.2,74,N/A,70
1385,Secret Superstar,7.9,N/A,N/A,90
1386,Welcome to New York,5.4,71,N/A,N/A
1387,Mirage,7.4,N/A,N/A,82
1388,The Dirt,7,39,N/A,N/A
1389,"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America",7.5,72,N/A,N/A
1390,The Amazing Praybeyt Benjamin,4.1,N/A,N/A,N/A
1391,The Super Parental Guardians,4.4,N/A,N/A,N/A
1392,The Third Party,6.1,N/A,N/A,20
1393,The Unmarried Wife,6,N/A,N/A,75
1394,The Wedding Curse,6.1,N/A,N/A,N/A
1395,Vince & Kath & James,7,N/A,N/A,N/A
1396,Conor McGregor: Notorious,7.2,N/A,N/A,50
1397,Another Forever,5.2,N/A,N/A,N/A
1398,Dave Chappelle,8.7,N/A,N/A,N/A
1399,Fire at Sea,6.7,87,N/A,N/A
1400,A-X-L,5.3,29,N/A,N/A
1401,Imago,6.1,N/A,N/A,N/A
1402,Contract,4.2,N/A,N/A,N/A
1403,Dear Dad,6.4,N/A,N/A,29
1404,River's Edge,7,73,N/A,N/A
1405,Sarkar,6.8,N/A,N/A,81
1406,Saving Mr. Banks,7.5,65,N/A,N/A
1407,Wakefield,6.3,62,N/A,74
1408,War Chhod Na Yaar,5.5,N/A,N/A,44
1409,Zubaan,6.1,N/A,N/A,83
1410,Malena Pichot: Estupidez compleja,5.3,N/A,N/A,N/A
1411,Natalia Valdebenito: El especial,5.2,N/A,N/A,N/A
1412,Ravenous,7,46,N/A,47
1413,Danny Says,6.7,64,N/A,74
1414,The Salvation,6.7,64,N/A,72
1415,Amy Schumer: Growing,5.2,N/A,N/A,79
1416,Tinker',5.1,N/A,N/A,N/A
1417,In Search of Fellini,6.3,55,N/A,89
1418,Monkey Up,3.8,N/A,N/A,N/A
1419,All About Nina,6,70,N/A,86
1420,Best Worst Thing That Ever Could Have Happened,6,N/A,N/A,95
1421,Train to Busan,7.5,72,N/A,94
1422,He Never Died,6.4,72,N/A,87
1423,Jimmy Carr: Funny Business,7.2,N/A,N/A,N/A
1424,My Beautiful Broken Brain,7.1,N/A,N/A,75
1425,Pee-wee's Big Holiday,6.1,63,N/A,N/A
1426,5 Flights Up,6.2,55,N/A,46
1427,Deidra & Laney Rob a Train,6.1,65,N/A,N/A
1428,Pandora,3.9,N/A,N/A,N/A
1429,A Separation,8.3,95,N/A,N/A
1430,5 to 7,7.1,52,N/A,70
1431,Coraline,7.7,80,N/A,90
1432,Howards End,7.4,89,N/A,94
1433,The Hollow Point,5.4,41,N/A,N/A
1434,The Riot Club,6,54,N/A,66
1435,Chicken Little,5.7,48,N/A,37
1436,Bombairiya,4.4,N/A,N/A,N/A
1437,Burn Out,6.2,N/A,N/A,79
1438,Chief Daddy,4.9,N/A,N/A,N/A
1439,Edoardo Ferrario: Temi Caldi,6.7,N/A,N/A,N/A
1440,G-Force,5.1,41,N/A,N/A
1441,Girl,7.1,73,N/A,85
1442,Jeff Dunham: Arguing with Myself,8,N/A,N/A,N/A
1443,Jeff Dunham: Controlled Chaos,7.5,N/A,N/A,82
1444,Jeff Dunham: Minding the Monsters,7.1,N/A,N/A,N/A
1445,Jeff Dunham's Very Special Christmas Special,7.5,N/A,N/A,N/A
1446,Kung Fu Hustle,7.7,78,N/A,90
1447,Late Life: The Chien-Ming Wang Story,7.1,N/A,N/A,80
1448,Paskal: The Movie,6.8,N/A,N/A,N/A
1449,The Lives of Others,8.4,89,N/A,93
1450,The Student,4.3,N/A,N/A,55
1451,Downward Twin,4.1,N/A,N/A,36
1452,Bilu: A demon within,7,N/A,N/A,N/A
1453,Chal Dhar Pakad,3.8,N/A,N/A,N/A
1454,Ek Cup Chya,7.8,N/A,N/A,N/A
1455,In This Corner of the World,7.8,73,N/A,97
1456,Irada Pakka,5.6,N/A,N/A,N/A
1457,I Love You,4.7,N/A,N/A,N/A
1458,Kills On Wheels,7.1,65,N/A,89
1459,Lalbaug Parel: Zali Mumbai Sonyachi,7.2,N/A,N/A,N/A
1460,The Halloween Horror Story,7.2,N/A,N/A,N/A
1461,The Nightmare Before Graduation,8.1,N/A,N/A,N/A
1462,Mango Dreams,7.8,N/A,N/A,N/A
1463,"Pizza, Beer, and Cigarettes",7.1,N/A,N/A,N/A
1464,Ranbhool,5.4,N/A,N/A,N/A
1465,Satrangi Re,7,N/A,N/A,N/A
1466,Sthaniya Sambaad,7.8,N/A,N/A,N/A
1467,The Art of Loving. Story of Michalina Wislocka,7.1,N/A,N/A,N/A
1468,Ashoka the Great,6.5,N/A,N/A,100
1469,Bon Cop Bad Cop,6.8,N/A,N/A,N/A
1470,Namour,6.5,N/A,N/A,N/A
1471,Notes on Blindness,7.1,75,N/A,95
1472,One 2 Ka 4,5.4,N/A,N/A,42
1473,Ottaal,8.3,N/A,N/A,N/A
1474,Sunrise,8.1,N/A,N/A,98
1475,12 Round Gun,4.7,N/A,N/A,58
1476,Song of Love,6.7,N/A,N/A,N/A
1477,Barcelona: A Love Untold,6.8,N/A,N/A,59
1478,Everything About Her,7.2,N/A,N/A,N/A
1479,Finally Found Someone,5.7,N/A,N/A,60
1480,Seven Sundays,7.9,N/A,N/A,N/A
1481,Steel Rain,7.1,N/A,N/A,73
1482,Angry Indian Goddesses,7,N/A,N/A,61
1483,Jim Norton: Mouthful of Shame,6.8,N/A,N/A,N/A
1484,Triple Frontier,6.4,61,N/A,72
1485,Ricky Gervais: Humanity,7.9,N/A,N/A,47
1486,The Breakout,6.4,N/A,N/A,N/A
1487,Kygo: Live at the Hollywood Bowl,6.4,N/A,N/A,N/A
1488,Troy the Odyssey,2.5,N/A,N/A,48
1489,Bad Match,5.5,56,N/A,100
1490,Bitch,5,55,N/A,36
1491,Nails,4.7,N/A,N/A,N/A
1492,September,5.8,N/A,N/A,N/A
1493,100 metros,7.5,N/A,N/A,83
1494,Telling Tales,7.5,N/A,N/A,62
1495,Berlin Kaplani,5.1,N/A,N/A,37
1496,Burning Sands,6.1,63,N/A,N/A
1497,Çarsi Pazar,5.3,N/A,N/A,N/A
1498,Çok Filim Hareketler Bunlar,4.3,N/A,N/A,N/A
1499,Dedemin Fisi,5.6,N/A,N/A,N/A
1500,Deliha,4.5,N/A,N/A,60
1501,Dügün Dernek,7.1,N/A,N/A,N/A
1502,Dügün Dernek 2: Sünnet,6.4,N/A,N/A,N/A
1503,Eyyvah Eyyvah 3,6,N/A,N/A,N/A
1504,Eyyvah Eyvah 2,6.6,N/A,N/A,N/A
1505,Eyyvah Eyyvah 3,6,N/A,N/A,N/A
1506,G.O.R.A.,8,N/A,N/A,N/A
1507,Hayat Öpücügü,5.9,N/A,N/A,N/A
1508,The Magician,7.4,N/A,N/A,74
1509,Hükümet Kadin,6.5,N/A,N/A,N/A
1510,Hükümet Kadin 2,6.1,N/A,N/A,N/A
1511,Incir Reçeli 2,6.1,N/A,N/A,N/A
1512,Kara Bela,6.9,N/A,N/A,40
1513,Husband Factor,6.2,N/A,N/A,40
1514,Kocan Kadar Konus: Dirilis,5.8,N/A,N/A,N/A
1515,Last Stop: Kurtulus,6.2,N/A,N/A,65
1516,Wonder,8,66,N/A,62
1517,Niyazi Gül Dörtnala,4.5,N/A,N/A,N/A
1518,Boss Wants a Happy Ending,6.1,N/A,N/A,38
1519,Romantik Komedi,5.3,N/A,N/A,44
1520,Romantik Komedi 2: Bekarliga Veda,5.2,N/A,N/A,N/A
1521,Always,7.8,N/A,N/A,88
1522,Sen Kimsin?,5.1,N/A,N/A,32
1523,The Boss's Daughter,5.5,N/A,N/A,N/A
1524,The Butterfly's Dream,7.8,N/A,N/A,N/A
1525,Vizontele,8,N/A,N/A,88
1526,Vizontele Tuuba,6.5,N/A,N/A,55
1527,"2,215",7.9,N/A,N/A,N/A
1528,An Interview with God,5.7,N/A,N/A,60
1529,Budapest,5.3,N/A,N/A,43
1530,Christmas in the Smokies,5.9,N/A,N/A,35
1531,"Crouching Tiger, Hidden Dragon",7.8,94,N/A,N/A
1532,Dead in a Week Or Your Money Back,6.2,38,N/A,N/A
1533,Haunting on Fraternity Row,3.8,N/A,N/A,26
1534,Hulk Vs.,7,N/A,N/A,100
1535,Juno,7.4,81,N/A,86
1536,Kilo Two Bravo,7.1,N/A,N/A,100
1537,Layer Cake,7.3,73,N/A,80
1538,Would I Lie to You?,8.1,N/A,N/A,N/A
1539,Paranormal Investigation,3.7,N/A,N/A,N/A
1540,Radio Rebel,5.9,N/A,N/A,61
1541,Room for Rent,5.5,N/A,N/A,88
1542,Room for Rent,5.5,N/A,N/A,N/A
1543,The Boy Who Harnessed the Wind,7.6,68,N/A,87
1544,The Christmas Project,5.3,N/A,N/A,N/A
1545,The Giant Pear,6.1,N/A,N/A,N/A
1546,The Last Runway,6,N/A,N/A,N/A
1547,The Spiderwick Chronicles,6.5,62,N/A,N/A
1548,Tyson,7.5,83,N/A,33
1549,Wet Hot American Summer,6.6,42,N/A,36
1550,Winter's Bone,7.2,90,N/A,N/A
1551,Tu hijo,6.1,N/A,N/A,100
1552,2307: Winter's Dream,3.8,N/A,N/A,N/A
1553,Ai Weiwei: Never Sorry,7.6,81,N/A,98
1554,Aitraaz,6.6,N/A,N/A,64
1555,Balu Mahi,6.4,N/A,N/A,77
1556,Battle Drone,5.2,N/A,N/A,59
1557,Kaboom,5.7,64,N/A,N/A
1558,Company,8,N/A,N/A,N/A
1559,Deathgrip,6.3,N/A,N/A,N/A
1560,Dil Se..,7.6,N/A,N/A,80
1561,Dum,5.6,N/A,N/A,34
1562,Grand Masti,4.3,N/A,N/A,34
1563,Guru,7.7,70,N/A,83
1564,Hamara Dil Aapke Paas Hai,5.6,N/A,N/A,55
1565,Hans Zimmer: Live in Prague,9.1,N/A,N/A,N/A
1566,Haseena Maan Jaayegi,6.2,N/A,N/A,58
1567,Amorous,4.5,N/A,N/A,N/A
1568,Inconceivable,5.2,N/A,N/A,22
1569,Human,8.7,N/A,N/A,40
1570,Iqbal,8.1,N/A,N/A,94
1571,Ishqedarriyaan,4.9,N/A,N/A,N/A
1572,Issaq,4.5,N/A,N/A,N/A
